price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_above,sqft_basement,state
166181,1,2.5,2153,11572,1.5,0,3,2,9,1929,0.0,55610,33.24233411246783,-101.57417710209896,2153,0,KS
50000,4,1.0,2990,10693,1.5,0,0,4,7,1988,1996.0,60807,34.621665341899025,-120.34429062246916,2990,0,KY
176243,4,2.0,2538,9936,3.0,0,2,3,7,1944,0.0,60907,43.26665412364619,-111.1026336687692,1762,775,NE
158706,1,1.5,2830,10630,1.5,0,4,4,1,1979,0.0,67389,36.58092177920014,-78.80457013521075,2237,592,CT
50000,1,1.5,934,8147,1.0,0,0,5,7,1938,0.0,35835,47.567587677742345,-78.1494025258335,934,0,DE
158134,1,2.0,3193,1981,2.5,0,3,2,10,2011,0.0,63790,32.04823392060247,-112.1961649814005,3193,0,DE
50000,2,4.5,1277,8015,2.0,0,2,1,7,1944,0.0,86960,34.976885878838296,-104.8529108289187,1277,0,MN
300331,2,1.5,1335,12343,2.5,0,2,4,4,1977,0.0,19643,43.886963451496996,-116.34841011165662,790,545,NY
342307,2,3.5,2270,9315,1.5,0,2,2,7,1980,2000.0,85846,38.104590239698005,-119.77216007375942,2270,0,TX
222183,5,3.0,2301,11957,2.0,0,0,1,8,1911,0.0,28951,38.128675514186746,-67.44621227644066,2301,0,WA
219581,4,2.5,928,7066,3.0,0,0,4,3,1992,0.0,25233,26.280163912124404,-86.63114477904416,790,137,LA
56373,4,4.0,1826,14971,2.5,0,0,2,13,1931,0.0,23200,34.56639190524294,-93.10049897569583,1141,685,PA
248243,3,2.5,3488,-2781,2.0,0,0,3,10,1955,0.0,62275,31.49760957812158,-80.36658547689792,3056,432,ID
54596,2,4.0,531,10707,2.0,0,4,4,2,1923,0.0,97084,48.98404294794677,-76.11560189779973,351,180,IA
138044,5,1.5,3485,16744,2.0,0,1,2,7,2015,0.0,86068,32.40052169517545,-78.01725822145053,3485,0,NV
124510,5,1.0,1758,17488,1.0,0,4,1,5,1912,0.0,99001,46.227916835052724,-123.05725139047703,1758,0,PA
50000,4,1.0,-337,8840,2.5,0,2,2,5,2019,0.0,31291,41.22960964097146,-113.3519498031416,-337,0,WY
50000,2,1.0,633,3369,2.0,0,4,3,5,1919,0.0,52448,33.181993820610174,-86.67039777928363,633,0,NM
214873,3,3.5,1036,16832,2.5,0,3,4,7,1978,0.0,40580,38.04482508097897,-102.5817171751741,1036,0,FL
182282,2,3.5,1376,9740,2.0,0,0,4,9,1955,0.0,31346,45.17286111878065,-67.99848888951689,1376,0,DE
136204,1,2.5,1895,9205,3.0,1,3,4,11,1952,1996.0,20619,46.200839152741885,-86.07192681961952,1895,0,VA
50000,2,4.0,-703,5535,3.0,0,3,3,8,1967,0.0,11766,28.849453000147484,-69.47671220243524,-703,0,ME
50000,1,1.5,2186,3750,3.0,0,2,1,6,1953,0.0,13549,33.14975538899607,-112.51755054618975,2186,0,DE
67466,1,1.0,944,12819,1.5,0,0,4,7,1933,0.0,28693,33.045356325125724,-74.7544493974437,944,0,ND
227346,3,4.5,3390,13349,2.0,0,3,1,9,1927,0.0,72019,26.009075105822674,-105.68291856853216,3390,0,AR
145917,4,4.0,1729,11007,1.5,0,2,2,11,1949,0.0,58328,39.357706236445516,-67.594805930445,1369,360,NM
136660,2,2.0,2942,6179,2.5,0,0,1,6,1901,0.0,87701,45.51568127181251,-115.01174569183061,2942,0,PA
98814,1,4.0,3110,4675,1.5,0,1,1,1,2020,0.0,99100,34.157785307812425,-94.56863032621538,2449,660,AZ
433722,2,1.5,3083,2838,2.5,0,2,4,4,2010,0.0,35301,42.760862679620246,-78.80786157128405,2515,567,OH
155328,4,1.5,1433,7197,2.5,0,4,5,8,1993,2021.0,54763,40.06480992641776,-99.33937860556995,1433,0,ME
85704,4,1.5,1420,4970,2.5,0,0,5,7,1925,0.0,30765,34.015569651832024,-97.31920856930414,1163,257,TX
257987,5,1.0,1775,1453,1.5,0,3,3,3,1950,0.0,54787,28.38543518781513,-67.77771965617276,1775,0,NH
104225,4,1.0,2636,13256,2.0,0,3,3,10,1946,0.0,17425,42.023772466623214,-99.75743543283426,2636,0,GA
50000,3,2.5,1489,3404,1.5,0,4,5,3,1925,0.0,22857,45.509564054589774,-89.56789026585338,1489,0,ID
50000,1,1.5,1880,14919,2.0,0,4,2,11,1983,0.0,62771,41.4605078176358,-120.89123934151641,1880,0,VA
611020,5,2.5,2273,11970,2.0,0,3,4,3,2005,2008.0,32444,25.429083616835634,-75.99402542801518,1675,597,NJ
50000,3,1.0,1095,11471,2.5,0,0,4,12,1991,0.0,51457,30.18958946538379,-87.05442120816602,716,379,NJ
395134,2,3.0,1031,18326,1.5,1,2,2,1,2019,0.0,89741,26.667519637204766,-100.97085413681963,703,328,LA
50000,1,3.0,1841,3570,2.0,0,4,2,10,1983,1993.0,10704,38.68926638982944,-123.07833622259237,1841,0,MS
684114,4,3.0,1974,14368,3.0,0,4,5,1,1974,0.0,15452,43.155464292169896,-90.27487722617028,1360,613,NY
302028,1,3.0,2433,8511,2.0,0,4,3,6,2021,0.0,48862,27.653900489647825,-123.27850377640276,2433,0,FL
177995,2,2.5,2671,22855,3.0,0,1,2,1,1973,2008.0,71471,45.12010769424124,-123.93139400718599,1512,1159,WA
50000,5,2.0,900,8096,1.5,0,0,3,5,1960,0.0,79217,38.332215481491595,-88.88238195748679,900,0,MS
119841,5,4.0,1187,7288,1.5,0,0,1,4,1922,0.0,96058,41.5592562914014,-113.2260271619304,1187,0,MT
95485,5,1.0,1029,12127,1.5,0,0,4,5,1936,0.0,28300,48.313644366607505,-113.06240966606856,553,475,AZ
723064,4,3.0,3412,8955,2.0,0,0,5,7,1940,1971.0,19566,27.008343717944737,-86.76352074753362,3412,0,MN
289265,3,2.0,1879,6207,1.0,0,0,4,6,1951,2003.0,17501,46.62937655146694,-120.93926028745567,1879,0,HI
323404,3,1.5,2016,5148,2.0,1,3,5,12,1982,0.0,11845,28.026464703697823,-106.13588299595028,2016,0,GA
89316,1,1.0,2057,17291,2.0,0,4,1,9,2008,0.0,49181,34.431011359280376,-115.48238157790492,2057,0,WY
139088,4,2.0,1284,4182,2.5,1,3,4,6,1981,0.0,67263,45.43452871194674,-90.92994692159758,1284,0,OK
421797,5,3.0,3564,11115,2.5,1,1,1,9,1948,0.0,88766,46.75010168170884,-86.27938618053844,3564,0,IL
50000,5,4.5,2411,15280,2.0,0,2,5,4,1926,0.0,73038,37.152920165083486,-82.89525634485452,2411,0,NH
50000,2,1.5,2039,15522,3.0,0,4,2,1,1905,0.0,93290,39.2585113186102,-109.45182063564177,2039,0,PA
192924,2,4.5,894,6991,2.5,0,1,4,1,1973,1998.0,44404,41.99553603036537,-118.91276415671472,894,0,IL
105294,5,3.0,838,8969,2.0,0,3,1,10,1965,0.0,32564,44.986208042865144,-119.51503155431182,644,193,MT
138049,5,3.5,1691,7999,1.0,0,2,4,7,1923,0.0,67435,27.91626806890399,-99.70936173830874,1691,0,MD
252436,4,4.0,1300,2324,3.0,1,1,4,13,1937,0.0,28227,44.441663397501465,-70.08686868342525,1300,0,CA
99172,3,3.0,932,12687,1.5,0,2,4,13,1927,0.0,57475,36.5506276122788,-111.5894450479196,932,0,MD
71925,2,1.5,1629,10192,2.0,0,1,3,13,1927,0.0,27215,35.81496220259606,-109.36572872353169,1629,0,IN
142646,3,4.0,1783,17202,2.0,0,3,1,3,2016,2020.0,81074,35.173594047927956,-118.24933827996604,1783,0,VT
289407,4,3.0,2141,5883,3.0,0,2,1,2,2008,0.0,31699,37.221078045905024,-89.48249438804598,2141,0,IN
132671,5,4.0,1496,15443,2.5,0,1,4,6,2013,0.0,22454,47.681213281470484,-85.24724618501102,1237,258,DE
79414,3,1.5,992,15796,2.5,0,3,2,6,2002,0.0,58217,38.15689054701164,-87.35292113483668,861,130,WV
50000,5,3.0,1027,10235,2.5,0,4,4,13,1965,1999.0,31711,47.87626091831534,-74.91557614644748,1027,0,IL
363321,5,1.0,3212,-854,1.5,0,3,3,7,1960,0.0,25059,29.326963134775376,-96.27372740351392,1888,1324,MS
90060,1,3.5,748,7437,3.0,0,3,5,5,1945,0.0,58398,42.379263491983195,-116.33594867627733,566,181,IA
249057,3,2.0,2363,18929,3.0,0,4,3,8,1968,1988.0,11286,44.49374892660993,-107.50390754984848,2363,0,AL
549884,3,3.0,2519,11485,2.5,0,3,2,7,2013,0.0,44297,41.29909195203669,-86.24149151498295,2519,0,MI
613581,5,4.5,1878,13466,2.5,0,4,4,2,1974,0.0,36485,39.56613472543697,-89.05204749673109,1878,0,ND
513337,4,3.0,3767,9554,1.0,0,4,1,1,1973,0.0,69967,38.555506746068374,-93.73282160465114,3767,0,WY
50000,1,1.0,2501,8882,1.0,0,4,4,13,1942,0.0,64583,45.66233158188871,-85.07102813474484,2501,0,SC
86438,5,1.0,3842,663,2.0,0,1,2,9,1958,0.0,61630,44.719518331948,-87.66872152872193,3842,0,AZ
50000,2,3.0,1348,13973,2.0,0,2,1,5,1901,0.0,37086,27.93492930833439,-73.76448130049775,1348,0,MT
80039,2,4.0,1366,15398,3.0,0,1,3,12,1914,0.0,26484,45.36610376874108,-90.5970664837371,1366,0,IN
441350,1,2.5,2527,5245,3.0,0,4,5,11,2002,0.0,78623,34.93764686657062,-79.61972255406829,2527,0,SD
182891,4,4.5,1738,9105,1.5,0,2,5,5,2004,0.0,69263,31.088723919899458,-109.82369210991133,1738,0,DE
375360,5,2.5,3685,8431,1.5,0,2,4,12,1936,0.0,28675,45.87444563233422,-85.34359267842312,3685,0,WI
83183,3,1.5,2341,12100,1.0,0,4,3,10,1970,0.0,70664,35.3685951912098,-72.57493525218749,1749,591,KS
50000,1,4.0,955,7278,2.0,0,2,2,4,1919,0.0,34680,44.400752564243604,-102.0132573097095,629,326,TN
50000,4,2.0,263,14656,1.0,0,2,5,2,1997,0.0,27077,31.321686686940268,-79.59106132169714,263,0,MA
70881,3,3.0,1921,10356,1.0,0,1,3,5,1934,1962.0,48174,25.094303714133225,-82.68700983186018,1921,0,GA
50000,2,1.0,1910,-2747,2.0,0,2,4,2,1933,1994.0,86968,36.89102062967066,-120.60700677830611,1588,322,MO
97628,2,3.0,2313,12213,1.5,0,4,1,12,2016,0.0,13491,27.405478159429222,-90.85402635142788,1866,447,PA
611715,3,1.5,3210,14981,2.0,0,0,4,7,1985,0.0,56126,43.105022932597834,-116.57920709555427,3210,0,MI
94998,1,4.5,3079,4239,2.5,0,0,4,11,1930,0.0,13392,31.625803265665848,-68.8628071828563,3079,0,WI
460246,2,4.0,1421,12043,2.5,1,0,3,9,1986,2016.0,72257,35.64749551848349,-77.7497723460626,1421,0,WV
70870,5,1.0,706,19149,2.5,0,4,5,9,1918,0.0,77804,27.0888055621973,-117.74574332891416,481,224,WA
72651,3,1.0,765,10560,3.0,0,0,3,11,1967,0.0,48400,31.879821962734063,-117.06013613408233,586,179,VA
50000,3,1.5,1263,15708,1.5,0,1,1,6,1923,0.0,46551,43.755765838205726,-90.11499026998072,675,587,AR
225822,2,4.0,1633,7789,1.5,0,4,3,1,1983,0.0,38088,28.638109885655666,-104.34131707212855,1633,0,AR
83151,1,2.0,2305,9910,3.0,0,4,2,13,1938,0.0,90015,40.531829467046975,-122.01036603283278,1676,628,NJ
238199,5,3.0,1199,8976,1.0,0,4,4,6,1991,0.0,35465,47.018220467308026,-93.12643405351598,1199,0,AK
454344,1,3.5,2280,8064,2.5,0,2,5,5,1953,0.0,58155,41.31608223418529,-101.89282931790673,1913,366,NH
173040,4,4.0,2362,9261,2.5,0,2,1,4,1938,1984.0,97893,44.46452054301344,-118.23863993481066,2362,0,TX
261942,4,3.5,2143,1846,1.0,0,2,4,12,1916,0.0,15969,27.615319103293977,-78.29053764140899,1395,747,OK
50000,2,1.5,871,8345,2.0,0,3,3,6,1918,1955.0,18981,31.017563824049308,-71.84062437910805,871,0,MA
293756,2,2.5,2467,16689,2.0,0,1,2,6,2017,2022.0,31032,46.46893245377419,-80.8741457611946,2467,0,MA
611720,2,3.5,4081,5181,1.5,0,4,3,6,1947,0.0,64091,42.16253472683414,-77.12192832907219,4081,0,WV
199048,4,2.5,2245,4669,3.0,0,4,4,2,1934,0.0,34408,40.34929183305547,-111.66003766583131,2245,0,MA
50000,1,1.5,-953,10306,1.5,0,2,1,7,1931,0.0,34241,40.9304016669208,-108.97634179763975,-805,-147,AR
388915,1,3.0,3240,10555,2.0,0,4,5,4,1946,2017.0,57940,34.940813303311444,-112.1139302029463,3240,0,AL
143566,2,4.0,1297,11887,1.0,0,4,4,13,2009,0.0,92938,26.069359158823676,-80.39138441216285,1297,0,MT
444891,5,2.0,4265,9431,1.5,0,0,1,12,1946,0.0,61105,43.826597009697494,-69.96872650073367,4265,0,AK
242383,1,1.5,2116,10359,2.5,0,4,4,9,1963,1997.0,71050,41.28911766916849,-83.14027921616756,2116,0,FL
50000,4,2.0,315,8245,2.5,0,3,2,10,1945,0.0,13657,36.34730713870539,-73.75639440186531,315,0,VT
50000,3,3.5,-64,3621,1.0,0,2,3,2,2002,2002.0,31230,46.59423076883818,-87.59415159165917,-64,0,LA
295997,3,3.5,3539,9643,2.0,0,1,5,5,2020,0.0,28680,33.067831959642376,-101.90338566814845,3539,0,WV
140634,3,4.5,3105,13622,2.5,0,1,1,4,1934,0.0,92694,32.06372186154966,-99.7315879489726,3105,0,WV
468862,5,1.0,4226,12575,2.5,0,0,5,9,1993,0.0,94731,45.94711180190663,-119.70667836645792,2377,1848,TN
147282,2,1.5,2010,1278,3.0,0,1,5,4,1916,0.0,52340,44.127703714215656,-122.20693987097651,2010,0,SD
449798,4,4.5,1943,11259,1.5,0,1,5,8,1941,0.0,45950,37.35951545556027,-84.35789056122259,1386,557,HI
50000,5,4.0,1617,5536,2.0,0,2,1,8,2010,0.0,88515,28.1376337469884,-99.00955315536271,921,696,MO
84497,4,1.0,1341,16960,1.5,0,2,1,6,1928,0.0,17867,30.16171531516126,-92.52374112088611,1341,0,MT
238508,4,2.5,1607,11631,2.0,0,3,5,6,1969,0.0,90691,40.74947176981136,-92.21330888552227,1607,0,OK
191441,2,2.5,2217,14481,2.5,0,0,3,11,1916,0.0,88542,34.24098970816988,-108.18957864000183,2217,0,TN
297935,3,4.0,1156,10105,3.0,0,1,4,8,1980,0.0,14329,45.07535659998331,-96.87412688271903,1156,0,OH
50000,2,2.0,330,9669,1.5,0,3,5,12,1913,0.0,98087,47.7989202239729,-97.16666736494096,185,144,PA
137052,5,1.0,2159,17479,2.5,0,0,2,13,1923,1955.0,45865,44.33528620659804,-101.85964839001215,2159,0,AZ
130443,5,3.5,1133,14863,2.0,0,1,5,12,1956,0.0,76940,34.06109015189337,-77.22150314613899,779,354,SD
50000,5,3.0,-1239,10589,1.5,0,1,1,10,1949,0.0,47869,43.928474301554175,-98.28365178980704,-1090,-148,OH
272571,2,2.0,2552,9001,1.5,0,2,4,9,1956,0.0,76905,33.4346001632964,-89.5922621031587,2191,360,WY
157096,4,4.0,891,1464,2.5,0,4,2,5,2000,0.0,93984,29.010402106375214,-72.9553531382929,659,232,SC
368645,4,4.5,2661,11622,1.5,0,0,4,11,1960,2007.0,99711,25.801436916780577,-74.62468349704142,2661,0,MI
94839,1,4.0,2637,9369,3.0,1,1,4,1,2003,0.0,76252,34.25720110626448,-73.24593438458758,1625,1012,DE
91147,5,4.0,2283,12769,3.0,0,0,2,1,1938,0.0,89386,46.68542328873477,-108.6097152014942,2283,0,IA
1179144,4,4.0,4496,14289,2.5,0,3,5,2,1954,0.0,11711,30.735678106136234,-122.00599816644042,2492,2004,VT
218881,1,2.0,1861,16164,2.0,0,3,5,10,1995,0.0,35801,29.956315958314818,-109.11919240596623,1861,0,CT
256699,4,3.0,1714,11684,2.5,0,4,5,10,1935,0.0,97287,48.275698845784966,-108.1136812996196,1714,0,ME
655847,5,3.5,2683,4768,3.0,1,1,3,5,2013,0.0,63270,25.60009870841421,-72.16646137667682,2683,0,SC
204346,3,2.5,1944,-746,1.0,0,2,5,4,1936,1951.0,81622,43.8587716094501,-86.99316422823568,1944,0,TN
933224,5,4.5,3160,5876,1.0,0,1,2,1,2011,0.0,65535,32.712878937780886,-119.34287430267295,3160,0,KY
50000,2,2.0,731,16667,1.5,0,0,3,4,1913,0.0,86759,25.899710964871822,-116.28342002736724,731,0,AL
95674,4,3.5,747,19117,1.5,0,3,5,4,1926,0.0,26220,47.02726096503001,-115.1264608441074,747,0,VT
293559,4,1.5,2765,8810,1.0,0,0,3,10,2022,0.0,23392,28.351415925030008,-88.06596035437138,2128,636,NH
66316,2,2.5,835,2695,3.0,0,4,2,4,1982,0.0,95587,38.24270280941669,-82.08140054610082,835,0,IL
123930,2,4.0,2609,6757,1.5,0,3,5,1,1930,1956.0,12246,31.577300978309147,-75.00029709777242,2609,0,WV
319060,3,3.0,2370,15689,2.5,0,2,1,9,2009,0.0,30010,26.564627252432587,-70.38371660404414,2370,0,NH
127450,4,3.5,1305,7044,2.5,0,3,2,3,1972,0.0,78358,26.198139655921096,-112.50284022897281,925,379,SD
588503,4,3.5,2367,12945,3.0,0,1,4,13,2001,0.0,27234,27.77336077207213,-106.34296837072921,1487,880,TN
50093,3,3.0,765,10842,1.5,0,1,4,4,1980,0.0,59451,26.712808333345123,-110.30159579754465,438,326,CO
115392,1,4.0,1000,13550,2.5,0,3,2,5,1982,0.0,85205,43.253394772478146,-103.55059065443015,568,431,CA
113259,3,1.5,1762,19090,1.5,0,4,4,13,1943,0.0,31784,36.6535888548023,-71.86408887684628,1762,0,ND
774115,5,3.0,2078,12948,1.5,0,1,2,13,1967,0.0,39672,33.22941019237551,-91.21858368445639,2078,0,HI
134172,4,2.5,1696,10734,2.5,0,1,1,7,1947,0.0,11082,35.04085384316817,-81.92306185250355,1000,696,FL
237929,2,1.0,2433,19641,1.0,0,2,2,6,1956,0.0,21148,47.29472165374296,-96.06320354077343,1694,738,PA
50000,5,3.5,2388,11747,2.5,0,3,5,5,1974,1979.0,37494,46.85804350571553,-122.3550989398409,2388,0,SC
322637,4,1.5,3529,6035,3.0,0,1,5,8,1921,0.0,85093,42.176235522941845,-120.34085729812459,2320,1208,SD
147492,3,2.0,1904,13437,2.0,0,4,3,1,1903,0.0,61952,46.232377058120505,-93.33838721773051,1904,0,FL
628085,5,3.5,3194,12237,2.5,0,0,4,7,1980,0.0,46719,32.671552662103,-83.02902501525854,3194,0,DE
591072,4,2.5,2920,8460,1.5,0,3,4,12,1971,0.0,58737,34.146623824198784,-111.72615993086231,2920,0,UT
238998,1,4.5,4293,7412,1.5,0,2,2,6,1945,2007.0,69453,39.72909236450147,-82.85115428243867,4293,0,SC
247878,1,3.0,1872,8508,2.5,0,1,4,11,1958,0.0,49536,39.967022735134336,-77.79205091143979,1872,0,AZ
375117,2,3.0,1579,7340,2.0,0,4,5,5,1933,0.0,60604,36.56079611229618,-100.52184373335966,1579,0,IL
134337,4,3.0,3257,8671,2.5,0,3,1,7,1910,0.0,60833,34.61578836251088,-81.45410372788602,3257,0,ME
111211,1,3.5,2385,5786,2.0,0,4,2,3,1930,1974.0,24039,48.66832747860868,-100.97029283127779,1329,1055,ND
763600,3,4.0,3281,11930,2.0,0,4,4,1,1910,0.0,77839,44.70696702682538,-85.33401412106386,3281,0,NY
928876,4,3.5,2716,11556,3.0,0,2,5,9,2019,0.0,57931,35.43952474931309,-80.45216818878605,2716,0,WI
50000,3,1.5,-106,11726,1.5,0,3,3,2,2017,0.0,49925,42.45501945374964,-67.46018275643769,-106,0,KS
135407,3,3.0,2376,9688,1.5,0,1,4,13,1955,0.0,61003,31.46948063805903,-104.31239026237502,2376,0,OK
138237,1,4.0,2311,9111,2.0,0,2,1,10,1937,0.0,93817,27.404063829695918,-100.57067550724715,1810,501,LA
60505,4,3.5,2133,17210,1.5,0,1,1,3,2016,0.0,58897,33.45834461326578,-114.55965661362023,2133,0,IN
86610,5,1.5,1867,10337,1.0,0,0,4,8,1920,0.0,97745,34.671347202961456,-112.36783567109701,1867,0,NJ
50000,1,4.0,407,16318,2.0,0,4,4,12,2009,2016.0,52287,25.3968909894561,-84.47648485189248,234,173,AK
217772,1,4.0,2874,5017,1.5,0,0,5,10,1993,0.0,43012,44.55500803926151,-71.72840136119487,2874,0,IL
142627,4,1.0,2373,12945,1.0,0,4,4,9,1909,0.0,51783,33.62064165734036,-101.5075177553093,2373,0,NE
243364,4,1.5,3101,6326,3.0,0,2,3,13,1925,1941.0,95727,38.93003597872353,-113.74886653037414,1802,1299,KY
98382,3,1.5,461,7219,1.5,0,1,5,3,1990,0.0,78315,26.775116494502942,-107.74932853516934,461,0,NM
54609,4,1.5,2507,7940,1.0,0,1,2,6,1907,0.0,93766,29.199923890014016,-98.06205282593609,1598,908,IA
457021,3,1.5,1765,7627,2.5,1,2,3,7,2002,0.0,56491,46.352649407861435,-107.432931226174,1402,362,MD
187761,1,4.5,2143,7651,2.5,0,3,5,1,1907,0.0,98941,39.60850066918722,-110.68599226205362,1368,775,CA
190480,2,4.0,1776,16086,1.0,0,0,5,7,1959,0.0,68584,47.80681720409166,-82.04888414084647,1776,0,CT
498555,5,3.0,2543,10227,2.0,1,0,1,4,1971,0.0,22803,48.97000082539161,-123.55283948928448,2239,303,LA
133942,1,3.5,1837,11125,2.0,0,1,5,5,2018,0.0,59625,33.924642767994264,-93.26385994182046,1837,0,HI
114437,4,2.5,948,7714,1.5,0,1,3,8,1933,0.0,23698,32.17127353799859,-78.75529199930403,948,0,NY
440863,5,3.0,2086,14284,2.5,0,1,4,4,2022,0.0,44560,45.600545323818324,-108.82498767990431,1202,883,WY
142862,2,3.0,1785,11775,2.0,0,2,3,4,1915,0.0,25376,48.9666742488989,-89.61238389511502,1785,0,NE
193466,2,1.0,1916,8455,2.0,0,3,2,8,2004,2004.0,93654,40.11138962157898,-85.87269397973878,1916,0,MT
50000,3,1.0,-1187,2078,2.5,0,0,5,5,1912,0.0,23117,44.083377340276535,-86.66359230490987,-1187,0,OR
311086,5,3.5,2682,11081,3.0,0,4,5,13,1986,0.0,66381,43.76190061156659,-98.5865708506731,2682,0,VT
150722,3,2.0,1685,12878,2.0,0,2,5,6,1975,0.0,47956,33.52815299726913,-104.24505469108058,1311,374,NV
50000,1,1.5,651,5105,1.0,0,0,5,12,1990,0.0,58786,38.78248912617009,-76.35232783741463,344,307,WY
149781,5,3.0,2922,8523,1.5,0,3,1,11,1921,0.0,97778,44.993366590341125,-80.76858045100774,2415,507,AK
115773,1,3.0,2636,12685,2.0,0,2,1,5,1995,0.0,76480,41.51473303026533,-105.68845511540698,2636,0,MD
457664,3,4.0,1672,2145,2.0,0,0,4,1,2020,0.0,41695,25.50793153556892,-118.12790591679425,906,766,AR
310813,5,2.5,847,6755,3.0,0,2,5,7,2012,0.0,11511,33.0809360535408,-119.90696990960825,847,0,IL
79599,3,4.5,2178,11884,1.0,0,0,2,6,1926,0.0,63233,28.467416718270528,-118.62626925976065,1540,637,MS
75141,5,2.0,2123,15525,1.5,0,0,4,2,1963,2022.0,32502,30.59133308987294,-90.77644641205356,2123,0,WV
226261,3,1.5,2924,20928,2.0,1,3,5,11,1901,0.0,60010,46.73174745979182,-121.05525597774759,2924,0,PA
88827,2,2.5,1556,19793,1.5,0,4,1,7,2008,0.0,83905,25.885438933858435,-104.7951681270498,1556,0,SC
301391,3,3.0,3194,10718,2.5,0,3,2,6,1996,1999.0,56489,30.27521708708617,-81.06761699088892,3194,0,WV
140473,2,3.0,1459,7578,2.0,0,0,4,5,1925,0.0,93533,32.42966445371756,-107.22215450862345,1306,153,VT
50000,3,2.5,654,14615,2.0,0,2,2,8,1991,0.0,91165,39.80521772719348,-80.4914396007326,489,164,NH
222409,5,2.5,867,7282,2.5,0,3,5,5,1982,2022.0,41949,37.81844056206077,-81.50837882219784,679,187,OK
698744,5,2.5,1937,6189,3.0,0,4,3,11,2006,2006.0,78376,30.238467588481267,-109.98785343990667,1937,0,AK
185376,5,4.0,1934,8473,2.0,0,0,2,2,1968,0.0,89587,28.941785613355705,-82.45713573471352,1934,0,SD
235181,4,2.0,2327,7846,1.5,0,3,2,6,1996,0.0,77310,30.683152830306852,-81.37673161849025,2016,311,LA
172912,1,1.5,1909,12063,1.0,0,3,1,12,1983,1990.0,88798,37.060711040839735,-101.34512623697947,1909,0,WI
432540,5,4.0,2977,6987,1.5,0,3,5,1,1929,0.0,79407,31.508266857068882,-112.00603242673346,2977,0,DE
371817,2,4.0,1738,10425,3.0,0,3,2,5,2008,0.0,83809,47.742460038585335,-94.28756400716347,1738,0,IA
50000,5,2.5,3,17974,1.0,0,2,5,6,1907,0.0,27229,36.13276531429234,-71.48033748398882,2,0,SD
88742,4,1.5,1878,10610,1.5,0,4,1,7,1937,0.0,37385,26.41110439707129,-87.54184625137248,1878,0,KY
50000,2,4.0,-6,17583,1.5,0,4,5,2,1960,0.0,52176,42.5023937400792,-114.14341763524611,-6,0,MN
50000,4,3.0,2271,16010,2.5,0,0,1,1,1980,0.0,13260,32.89228691701575,-85.08285529018937,2271,0,AK
249855,2,4.5,3057,12960,3.0,0,1,1,6,2007,0.0,13145,40.68373436939794,-99.64942744493543,3057,0,CO
121012,3,2.0,1013,8229,2.5,1,2,4,3,1964,0.0,17802,31.710264892557568,-90.28285855074374,1013,0,NH
695951,1,1.0,3418,15202,1.0,1,0,5,5,1966,0.0,12263,38.69784980159967,-82.15835000368284,3418,0,NE
107582,1,2.5,2842,8750,2.5,0,0,3,12,1945,0.0,36913,43.531660115379154,-94.64800096367665,2842,0,OR
531231,4,3.5,3206,9989,3.0,0,3,4,11,1989,0.0,67788,47.272209802589295,-77.6029134493214,2336,870,WI
154740,1,3.0,2189,11650,2.0,0,1,1,13,1994,0.0,18155,31.26705146639385,-82.83713197895221,2189,0,ND
211809,4,3.0,1007,9973,2.0,0,1,3,2,1971,0.0,10922,33.03656682397555,-88.94081961894489,1007,0,LA
619322,4,2.0,2780,6398,1.0,0,2,2,1,1942,1985.0,82231,36.14239408686255,-115.40480949755596,1574,1206,TN
101347,4,4.5,1375,2364,2.0,0,1,2,1,1958,0.0,30672,47.25219610566373,-76.3509006780406,1375,0,GA
103324,1,2.0,2117,14795,2.5,0,0,4,13,1945,0.0,48526,46.633284563455774,-70.65338163677049,2117,0,PA
235854,4,1.0,1828,12851,1.0,0,1,3,11,1971,0.0,55344,27.157078722415314,-116.19298794287019,958,869,UT
342037,1,4.5,3124,1396,3.0,0,1,5,4,1934,0.0,29014,28.166315818091462,-96.17025562229446,3124,0,KY
582286,4,3.5,2730,6266,1.0,0,4,3,10,1938,2013.0,83352,36.892220255935314,-109.24334170768124,2730,0,IL
212938,5,2.0,1919,10895,1.0,0,0,4,13,1991,1991.0,50324,27.558862547330165,-80.99217147674281,1919,0,WV
50000,4,3.5,48,12212,1.5,0,1,5,2,1950,0.0,48698,33.293940960368744,-82.8671107477321,48,0,TN
99352,2,3.5,1364,2407,1.5,0,1,5,1,1903,0.0,87169,28.561249077219465,-115.96954812748727,1364,0,NE
419381,4,1.0,2704,9553,1.0,0,3,2,6,2020,0.0,33384,40.26496852316526,-74.00944553808668,2026,677,AK
483892,3,4.5,2280,12698,2.0,0,1,3,4,1979,0.0,13512,47.78789036173988,-113.68453535325386,1605,674,ND
78423,4,1.5,496,8242,1.5,0,1,5,10,1976,0.0,16066,48.92161048706515,-78.55623553805788,496,0,NM
50000,2,1.0,193,11279,3.0,0,4,4,13,1983,0.0,41500,34.00578717992596,-97.95211950120373,193,0,MN
243943,2,1.5,2195,7562,2.5,0,0,2,12,1950,1959.0,88743,39.3763032907507,-105.28847926718538,2195,0,CT
