title,category,category_code,summary,summary_word_count
"CaRE: Finding Root Causes of Configuration Issues in Highly-Configurable
  Robots",Robotics,cs.RO,"Robotic systems have subsystems with a combinatorially large configuration
space and hundreds or thousands of possible software and hardware configuration
options interacting non-trivially. The configurable parameters are set to
target specific objectives, but they can cause functional faults when
incorrectly configured. Finding the root cause of such faults is challenging
due to the exponentially large configuration space and the dependencies between
the robot's configuration settings and performance. This paper proposes CaRE --
a method for diagnosing the root cause of functional faults through the lens of
causality. CaRE abstracts the causal relationships between various
configuration options and the robot's performance objectives by learning a
causal structure and estimating the causal effects of options on robot
performance indicators. We demonstrate CaRE's efficacy by finding the root
cause of the observed functional faults and validating the diagnosed root cause
by conducting experiments in both physical robots (Husky and Turtlebot 3) and
in simulation (Gazebo). Furthermore, we demonstrate that the causal models
learned from robots in simulation (e.g., Husky in Gazebo) are transferable to
physical robots across different platforms (e.g., Husky and Turtlebot 3).",181
"TRUCE: Private Benchmarking to Prevent Contamination and Improve
  Comparative Evaluation of LLMs",Cryptography and Security,cs.CR,"Benchmarking is the de-facto standard for evaluating LLMs, due to its speed,
replicability and low cost. However, recent work has pointed out that the
majority of the open source benchmarks available today have been contaminated
or leaked into LLMs, meaning that LLMs have access to test data during
pretraining and/or fine-tuning. This raises serious concerns about the validity
of benchmarking studies conducted so far and the future of evaluation using
benchmarks. To solve this problem, we propose Private Benchmarking, a solution
where test datasets are kept private and models are evaluated without revealing
the test data to the model. We describe various scenarios (depending on the
trust placed on model owners or dataset owners), and present solutions to avoid
data contamination using private benchmarking. For scenarios where the model
weights need to be kept private, we describe solutions from confidential
computing and cryptography that can aid in private benchmarking. We build an
end-to-end system, TRUCE, that enables such private benchmarking showing that
the overheads introduced to protect models and benchmark are negligible (in the
case of confidential computing) and tractable (when cryptographic security is
required). Finally, we also discuss solutions to the problem of benchmark
dataset auditing, to ensure that private benchmarks are of sufficiently high
quality.",207
"N-BaIoT: Network-based Detection of IoT Botnet Attacks Using Deep
  Autoencoders",Cryptography and Security,cs.CR,"The proliferation of IoT devices which can be more easily compromised than
desktop computers has led to an increase in the occurrence of IoT based botnet
attacks. In order to mitigate this new threat there is a need to develop new
methods for detecting attacks launched from compromised IoT devices and
differentiate between hour and millisecond long IoTbased attacks. In this paper
we propose and empirically evaluate a novel network based anomaly detection
method which extracts behavior snapshots of the network and uses deep
autoencoders to detect anomalous network traffic emanating from compromised IoT
devices. To evaluate our method, we infected nine commercial IoT devices in our
lab with two of the most widely known IoT based botnets, Mirai and BASHLITE.
Our evaluation results demonstrated our proposed method's ability to accurately
and instantly detect the attacks as they were being launched from the
compromised IoT devices which were part of a botnet.",152
"TAD: Transfer Learning-based Multi-Adversarial Detection of Evasion
  Attacks against Network Intrusion Detection Systems",Cryptography and Security,cs.CR,"Nowadays, intrusion detection systems based on deep learning deliver
state-of-the-art performance. However, recent research has shown that specially
crafted perturbations, called adversarial examples, are capable of
significantly reducing the performance of these intrusion detection systems.
The objective of this paper is to design an efficient transfer learning-based
adversarial detector and then to assess the effectiveness of using multiple
strategically placed adversarial detectors compared to a single adversarial
detector for intrusion detection systems. In our experiments, we implement
existing state-of-the-art models for intrusion detection. We then attack those
models with a set of chosen evasion attacks. In an attempt to detect those
adversarial attacks, we design and implement multiple transfer learning-based
adversarial detectors, each receiving a subset of the information passed
through the IDS. By combining their respective decisions, we illustrate that
combining multiple detectors can further improve the detectability of
adversarial traffic compared to a single detector in the case of a parallel IDS
design.",155
Deep Active Localization,Robotics,cs.RO,"Active localization is the problem of generating robot actions that allow it
to maximally disambiguate its pose within a reference map. Traditional
approaches to this use an information-theoretic criterion for action selection
and hand-crafted perceptual models. In this work we propose an end-to-end
differentiable method for learning to take informative actions that is
trainable entirely in simulation and then transferable to real robot hardware
with zero refinement. The system is composed of two modules: a convolutional
neural network for perception, and a deep reinforcement learned planning
module. We introduce a multi-scale approach to the learned perceptual model
since the accuracy needed to perform action selection with reinforcement
learning is much less than the accuracy needed for robot control. We
demonstrate that the resulting system outperforms using the traditional
approach for either perception or planning. We also demonstrate our approaches
robustness to different map configurations and other nuisance parameters
through the use of domain randomization in training. The code is also
compatible with the OpenAI gym framework, as well as the Gazebo simulator.",172
"SDMTL: Semi-Decoupled Multi-grained Trajectory Learning for 3D human
  motion prediction",Computer Vision and Pattern Recognition,cs.CV,"Predicting future human motion is critical for intelligent robots to interact
with humans in the real world, and human motion has the nature of
multi-granularity. However, most of the existing work either implicitly modeled
multi-granularity information via fixed modes or focused on modeling a single
granularity, making it hard to well capture this nature for accurate
predictions. In contrast, we propose a novel end-to-end network, Semi-Decoupled
Multi-grained Trajectory Learning network (SDMTL), to predict future poses,
which not only flexibly captures rich multi-grained trajectory information but
also aggregates multi-granularity information for predictions. Specifically, we
first introduce a Brain-inspired Semi-decoupled Motion-sensitive Encoding
module (BSME), effectively capturing spatiotemporal features in a
semi-decoupled manner. Then, we capture the temporal dynamics of motion
trajectory at multi-granularity, including fine granularity and coarse
granularity. We learn multi-grained trajectory information using BSMEs
hierarchically and further capture the information of temporal evolutional
directions at each granularity by gathering the outputs of BSMEs at each
granularity and applying temporal convolutions along the motion trajectory.
Next, the captured motion dynamics can be further enhanced by aggregating the
information of multi-granularity with a weighted summation scheme. Finally,
experimental results on two benchmarks, including Human3.6M and CMU-Mocap, show
that our method achieves state-of-the-art performance, demonstrating the
effectiveness of our proposed method. The code will be available if the paper
is accepted.",218
"Designing Behaviour in Bio-inspired Robots Using Associative Topologies
  of Spiking-Neural-Networks",Robotics,cs.RO,"This study explores the design and control of the behaviour of agents and
robots using simple circuits of spiking neurons and Spike Timing Dependent
Plasticity (STDP) as a mechanism of associative and unsupervised learning.
Based on a ""reward and punishment"" classical conditioning, it is demonstrated
that these robots learnt to identify and avoid obstacles as well as to identify
and look for rewarding stimuli. Using the simulation and programming
environment NetLogo, a software engine for the Integrate and Fire model was
developed, which allowed us to monitor in discrete time steps the dynamics of
each single neuron, synapse and spike in the proposed neural networks. These
spiking neural networks (SNN) served as simple brains for the experimental
robots. The Lego Mindstorms robot kit was used for the embodiment of the
simulated agents. In this paper the topological building blocks are presented
as well as the neural parameters required to reproduce the experiments. This
paper summarizes the resulting behaviour as well as the observed dynamics of
the neural circuits. The Internet-link to the NetLogo code is included in the
annex.",179
A probabilistic data-driven model for planar pushing,Robotics,cs.RO,"This paper presents a data-driven approach to model planar pushing
interaction to predict both the most likely outcome of a push and its expected
variability. The learned models rely on a variation of Gaussian processes with
input-dependent noise called Variational Heteroscedastic Gaussian processes
(VHGP) that capture the mean and variance of a stochastic function. We show
that we can learn accurate models that outperform analytical models after less
than 100 samples and saturate in performance with less than 1000 samples. We
validate the results against a collected dataset of repeated trajectories, and
use the learned models to study questions such as the nature of the variability
in pushing, and the validity of the quasi-static assumption.",115
"Conv1D Energy-Aware Path Planner for Mobile Robots in Unstructured
  Environments",Robotics,cs.RO,"Driving energy consumption plays a major role in the navigation of mobile
robots in challenging environments, especially if they are left to operate
unattended under limited on-board power. This paper reports on first results of
an energy-aware path planner, which can provide estimates of the driving energy
consumption and energy recovery of a robot traversing complex uneven terrains.
Energy is estimated over trajectories making use of a self-supervised learning
approach, in which the robot autonomously learns how to correlate perceived
terrain point clouds to energy consumption and recovery. A novel feature of the
method is the use of 1D convolutional neural network to analyse the terrain
sequentially in the same temporal order as it would be experienced by the robot
when moving. The performance of the proposed approach is assessed in simulation
over several digital terrain models collected from real natural scenarios, and
is compared with a heuristic inclination-based energy model. We show evidence
of the benefit of our method to increase the overall prediction r2 score by
66.8% and to reduce the driving energy consumption over planned paths by 5.5%.",181
Privacy-preserving Linear Computations in Spiking Neural P Systems,Cryptography and Security,cs.CR,"Spiking Neural P systems are a class of membrane computing models inspired
directly by biological neurons. Besides the theoretical progress made in this
new computational model, there are also numerous applications of P systems in
fields like formal verification, artificial intelligence, or cryptography.
Motivated by all the use cases of SN P systems, in this paper, we present a new
privacy-preserving protocol that enables a client to compute a linear function
using an SN P system hosted on a remote server. Our protocol allows the client
to use the server to evaluate functions of the form t_1k + t_2 without
revealing t_1, t_2 or k and without the server knowing the result. We also
present an SN P system to implement any linear function over natural numbers
and some security considerations of our protocol in the honest-but-curious
security model.",139
Simulation-to-reality UAV Fault Diagnosis with Deep Learning,Robotics,cs.RO,"Accurate diagnosis of propeller faults is crucial for ensuring the safe and
efficient operation of quadrotors. Training a fault classifier using simulated
data and deploying it on a real quadrotor is a cost-effective and safe
approach. However, the simulation-to-reality gap often leads to poor
performance of the classifier when applied in real flight. In this work, we
propose a deep learning model that addresses this issue by utilizing newly
identified features (NIF) as input and utilizing domain adaptation techniques
to reduce the simulation-to-reality gap. In addition, we introduce an adjusted
simulation model that generates training data that more accurately reflects the
behavior of real quadrotors. The experimental results demonstrate that our
proposed approach achieves an accuracy of 96\% in detecting propeller faults.
To the best of our knowledge, this is the first reliable and efficient method
for simulation-to-reality fault diagnosis of quadrotor propellers.",143
"Active Authentication on Mobile Devices via Stylometry, Application
  Usage, Web Browsing, and GPS Location",Cryptography and Security,cs.CR,"Active authentication is the problem of continuously verifying the identity
of a person based on behavioral aspects of their interaction with a computing
device. In this study, we collect and analyze behavioral biometrics data from
200subjects, each using their personal Android mobile device for a period of at
least 30 days. This dataset is novel in the context of active authentication
due to its size, duration, number of modalities, and absence of restrictions on
tracked activity. The geographical colocation of the subjects in the study is
representative of a large closed-world environment such as an organization
where the unauthorized user of a device is likely to be an insider threat:
coming from within the organization. We consider four biometric modalities: (1)
text entered via soft keyboard, (2) applications used, (3) websites visited,
and (4) physical location of the device as determined from GPS (when outdoors)
or WiFi (when indoors). We implement and test a classifier for each modality
and organize the classifiers as a parallel binary decision fusion architecture.
We are able to characterize the performance of the system with respect to
intruder detection time and to quantify the contribution of each modality to
the overall performance.",197
"Semi-supervised Synthesis of High-Resolution Editable Textures for 3D
  Humans",Computer Vision and Pattern Recognition,cs.CV,"We introduce a novel approach to generate diverse high fidelity texture maps
for 3D human meshes in a semi-supervised setup. Given a segmentation mask
defining the layout of the semantic regions in the texture map, our network
generates high-resolution textures with a variety of styles, that are then used
for rendering purposes. To accomplish this task, we propose a Region-adaptive
Adversarial Variational AutoEncoder (ReAVAE) that learns the probability
distribution of the style of each region individually so that the style of the
generated texture can be controlled by sampling from the region-specific
distributions. In addition, we introduce a data generation technique to augment
our training set with data lifted from single-view RGB inputs. Our training
strategy allows the mixing of reference image styles with arbitrary styles for
different regions, a property which can be valuable for virtual try-on AR/VR
applications. Experimental results show that our method synthesizes better
texture maps compared to prior work while enabling independent layout and style
controllability.",161
"A dataset of 40K naturalistic 6-degree-of-freedom robotic grasp
  demonstrations",Robotics,cs.RO,"Modern approaches to grasp planning often involve deep learning. However,
there are only a few large datasets of labelled grasping examples on physical
robots, and available datasets involve relatively simple planar grasps with
two-fingered grippers. Here we present: 1) a new human grasp demonstration
method that facilitates rapid collection of naturalistic grasp examples, with
full six-degree-of-freedom gripper positioning; and 2) a dataset of roughly
forty thousand successful grasps on 109 different rigid objects with the
RightHand Robotics three-fingered ReFlex gripper.",80
Multi-Resolution POMDP Planning for Multi-Object Search in 3D,Robotics,cs.RO,"Robots operating in households must find objects on shelves, under tables,
and in cupboards. In such environments, it is crucial to search efficiently at
3D scale while coping with limited field of view and the complexity of
searching for multiple objects. Principled approaches to object search
frequently use Partially Observable Markov Decision Process (POMDP) as the
underlying framework for computing search strategies, but constrain the search
space in 2D. In this paper, we present a POMDP formulation for multi-object
search in a 3D region with a frustum-shaped field-of-view. To efficiently solve
this POMDP, we propose a multi-resolution planning algorithm based on online
Monte-Carlo tree search. In this approach, we design a novel octree-based
belief representation to capture uncertainty of the target objects at different
resolution levels, then derive abstract POMDPs at lower resolutions with
dramatically smaller state and observation spaces. Evaluation in a simulated 3D
domain shows that our approach finds objects more efficiently and successfully
compared to a set of baselines without resolution hierarchy in larger instances
under the same computational requirement. We demonstrate our approach on a
mobile robot to find objects placed at different heights in two 10m$^2 \times
2$m regions by moving its base and actuating its torso.",202
FreeEagle: Detecting Complex Neural Trojans in Data-Free Cases,Cryptography and Security,cs.CR,"Trojan attack on deep neural networks, also known as backdoor attack, is a
typical threat to artificial intelligence. A trojaned neural network behaves
normally with clean inputs. However, if the input contains a particular
trigger, the trojaned model will have attacker-chosen abnormal behavior.
Although many backdoor detection methods exist, most of them assume that the
defender has access to a set of clean validation samples or samples with the
trigger, which may not hold in some crucial real-world cases, e.g., the case
where the defender is the maintainer of model-sharing platforms. Thus, in this
paper, we propose FreeEagle, the first data-free backdoor detection method that
can effectively detect complex backdoor attacks on deep neural networks,
without relying on the access to any clean samples or samples with the trigger.
The evaluation results on diverse datasets and model architectures show that
FreeEagle is effective against various complex backdoor attacks, even
outperforming some state-of-the-art non-data-free backdoor detection methods.",156
"Fraud Analytics: A Decade of Research -- Organizing Challenges and
  Solutions in the Field",Cryptography and Security,cs.CR,"The literature on fraud analytics and fraud detection has seen a substantial
increase in output in the past decade. This has led to a wide range of research
topics and overall little organization of the many aspects of fraud analytical
research. The focus of academics ranges from identifying fraudulent credit card
payments to spotting illegitimate insurance claims. In addition, there is a
wide range of methods and research objectives. This paper aims to provide an
overview of fraud analytics in research and aims to more narrowly organize the
discipline and its many subfields. We analyze a sample of almost 300 records on
fraud analytics published between 2011 and 2020. In a systematic way, we
identify the most prominent domains of application, challenges faced,
performance metrics, and methods used. In addition, we build a framework for
fraud analytical methods and propose a keywording strategy for future research.
One of the key challenges in fraud analytics is access to public datasets. To
further aid the community, we provide eight requirements for suitable data sets
in research motivated by our research. We structure our sample of the
literature in an online database. The database is available online for fellow
researchers to investigate and potentially build upon.",203
"Context-Based Echo State Networks with Prediction Confidence for
  Human-Robot Shared Control",Robotics,cs.RO,"In this paper, we propose a novel lightweight learning from demonstration
(LfD) model based on reservoir computing that can learn and generate multiple
movement trajectories with prediction intervals, which we call as Context-based
Echo State Network with prediction confidence (CESN+). CESN+ can generate
movement trajectories that may go beyond the initial LfD training based on a
desired set of conditions while providing confidence on its generated output.
To assess the abilities of CESN+, we first evaluate its performance against
Conditional Neural Movement Primitives (CNMP), a comparable framework that uses
a conditional neural process to generate movement primitives. Our findings
indicate that CESN+ not only outperforms CNMP but is also faster to train and
demonstrates impressive performance in generating trajectories for
extrapolation cases. In human-robot shared control applications, the confidence
of the machine generated trajectory is a key indicator of how to arbitrate
control sharing. To show the usability of the CESN+ for human-robot adaptive
shared control, we have designed a proof-of-concept human-robot shared control
task and tested its efficacy in adapting the sharing weight between the human
and the robot by comparing it to a fixed-weight control scheme. The simulation
experiments show that with CESN+ based adaptive sharing the total human load in
shared control can be significantly reduced. Overall, the developed CESN+ model
is a strong lightweight LfD system with desirable properties such fast training
and ability to extrapolate to the new task parameters while producing robust
prediction intervals for its output.",243
"Causal Discovery of Dynamic Models for Predicting Human Spatial
  Interactions",Robotics,cs.RO,"Exploiting robots for activities in human-shared environments, whether
warehouses, shopping centres or hospitals, calls for such robots to understand
the underlying physical interactions between nearby agents and objects. In
particular, modelling cause-and-effect relations between the latter can help to
predict unobserved human behaviours and anticipate the outcome of specific
robot interventions. In this paper, we propose an application of causal
discovery methods to model human-robot spatial interactions, trying to
understand human behaviours from real-world sensor data in two possible
scenarios: humans interacting with the environment, and humans interacting with
obstacles. New methods and practical solutions are discussed to exploit, for
the first time, a state-of-the-art causal discovery algorithm in some
challenging human environments, with potential application in many service
robotics scenarios. To demonstrate the utility of the causal models obtained
from real-world datasets, we present a comparison between causal and non-causal
prediction approaches. Our results show that the causal model correctly
captures the underlying interactions of the considered scenarios and improves
its prediction accuracy.",164
Priming Neural Networks,Computer Vision and Pattern Recognition,cs.CV,"Visual priming is known to affect the human visual system to allow detection
of scene elements, even those that may have been near unnoticeable before, such
as the presence of camouflaged animals. This process has been shown to be an
effect of top-down signaling in the visual system triggered by the said cue. In
this paper, we propose a mechanism to mimic the process of priming in the
context of object detection and segmentation. We view priming as having a
modulatory, cue dependent effect on layers of features within a network. Our
results show how such a process can be complementary to, and at times more
effective than simple post-processing applied to the output of the network,
notably so in cases where the object is hard to detect such as in severe noise.
Moreover, we find the effects of priming are sometimes stronger when early
visual layers are affected. Overall, our experiments confirm that top-down
signals can go a long way in improving object detection and segmentation.",167
INVIGORATE: Interactive Visual Grounding and Grasping in Clutter,Robotics,cs.RO,"This paper presents INVIGORATE, a robot system that interacts with human
through natural language and grasps a specified object in clutter. The objects
may occlude, obstruct, or even stack on top of one another. INVIGORATE embodies
several challenges: (i) infer the target object among other occluding objects,
from input language expressions and RGB images, (ii) infer object blocking
relationships (OBRs) from the images, and (iii) synthesize a multi-step plan to
ask questions that disambiguate the target object and to grasp it successfully.
We train separate neural networks for object detection, for visual grounding,
for question generation, and for OBR detection and grasping. They allow for
unrestricted object categories and language expressions, subject to the
training datasets. However, errors in visual perception and ambiguity in human
languages are inevitable and negatively impact the robot's performance. To
overcome these uncertainties, we build a partially observable Markov decision
process (POMDP) that integrates the learned neural network modules. Through
approximate POMDP planning, the robot tracks the history of observations and
asks disambiguation questions in order to achieve a near-optimal sequence of
actions that identify and grasp the target object. INVIGORATE combines the
benefits of model-based POMDP planning and data-driven deep learning.
Preliminary experiments with INVIGORATE on a Fetch robot show significant
benefits of this integrated approach to object grasping in clutter with natural
language interactions. A demonstration video is available at
https://youtu.be/zYakh80SGcU.",228
"Safety Implications of Explainable Artificial Intelligence in End-to-End
  Autonomous Driving",Robotics,cs.RO,"The end-to-end learning pipeline is gradually creating a paradigm shift in
the ongoing development of highly autonomous vehicles, largely due to advances
in deep learning, the availability of large-scale training datasets, and
improvements in integrated sensor devices. However, a lack of explainability in
real-time decisions with contemporary learning methods impedes user trust and
attenuates the widespread deployment and commercialization of such vehicles.
Moreover, the issue is exacerbated when these cars are involved in or cause
traffic accidents. Consequently, explainability in end-to-end autonomous
driving is essential to build trust in vehicular automation. With that said,
automotive researchers have not yet rigorously explored safety benefits and
consequences of explanations in end-to-end autonomous driving. This paper aims
to bridge the gaps between these topics and seeks to answer the following
research question: What are safety implications of explanations in end-to-end
autonomous driving? In this regard, we first revisit established safety and
explainability concepts in end-to-end driving. Furthermore, we present three
critical case studies and show the pivotal role of explanations in enhancing
self-driving safety. Finally, we describe insights from empirical studies and
reveal potential value, limitations, and caveats of practical explainable AI
methods with respect to their safety assurance in end-to-end driving.",199
Image Denoising by Gaussian Patch Mixture Model and Low Rank Patches,Computer Vision and Pattern Recognition,cs.CV,"Non-local self-similarity based low rank algorithms are the state-of-the-art
methods for image denoising. In this paper, a new method is proposed by solving
two issues: how to improve similar patches matching accuracy and build an
appropriate low rank matrix approximation model for Gaussian noise. For the
first issue, similar patches can be found locally or globally. Local patch
matching is to find similar patches in a large neighborhood which can alleviate
noise effect, but the number of patches may be insufficient. Global patch
matching is to determine enough similar patches but the error rate of patch
matching may be higher. Based on this, we first use local patch matching method
to reduce noise and then use Gaussian patch mixture model to achieve global
patch matching. The second issue is that there is no low rank matrix
approximation model to adapt to Gaussian noise. We build a new model according
to the characteristics of Gaussian noise, then prove that there is a globally
optimal solution of the model. By solving the two issues, experimental results
are reported to show that the proposed approach outperforms the
state-of-the-art denoising methods includes several deep learning ones in both
PSNR / SSIM values and visual quality.",201
Panoptic Image Annotation with a Collaborative Assistant,Computer Vision and Pattern Recognition,cs.CV,"This paper aims to reduce the time to annotate images for panoptic
segmentation, which requires annotating segmentation masks and class labels for
all object instances and stuff regions. We formulate our approach as a
collaborative process between an annotator and an automated assistant who take
turns to jointly annotate an image using a predefined pool of segments. Actions
performed by the annotator serve as a strong contextual signal. The assistant
intelligently reacts to this signal by annotating other parts of the image on
its own, which reduces the amount of work required by the annotator. We perform
thorough experiments on the COCO panoptic dataset, both in simulation and with
human annotators. These demonstrate that our approach is significantly faster
than the recent machine-assisted interface of [4], and 2.4x to 5x faster than
manual polygon drawing. Finally, we show on ADE20k that our method can be used
to efficiently annotate new datasets, bootstrapping from a very small amount of
annotated data.",160
"Progressive Motion Context Refine Network for Efficient Video Frame
  Interpolation",Computer Vision and Pattern Recognition,cs.CV,"Recently, flow-based frame interpolation methods have achieved great success
by first modeling optical flow between target and input frames, and then
building synthesis network for target frame generation. However, above cascaded
architecture can lead to large model size and inference delay, hindering them
from mobile and real-time applications. To solve this problem, we propose a
novel Progressive Motion Context Refine Network (PMCRNet) to predict motion
fields and image context jointly for higher efficiency. Different from others
that directly synthesize target frame from deep feature, we explore to simplify
frame interpolation task by borrowing existing texture from adjacent input
frames, which means that decoder in each pyramid level of our PMCRNet only
needs to update easier intermediate optical flow, occlusion merge mask and
image residual. Moreover, we introduce a new annealed multi-scale
reconstruction loss to better guide the learning process of this efficient
PMCRNet. Experiments on multiple benchmarks show that proposed approaches not
only achieve favorable quantitative and qualitative results but also reduces
current model size and running time significantly.",169
"GenCHiP: Generating Robot Policy Code for High-Precision and
  Contact-Rich Manipulation Tasks",Robotics,cs.RO,"Large Language Models (LLMs) have been successful at generating robot policy
code, but so far these results have been limited to high-level tasks that do
not require precise movement. It is an open question how well such approaches
work for tasks that require reasoning over contact forces and working within
tight success tolerances. We find that, with the right action space, LLMs are
capable of successfully generating policies for a variety of contact-rich and
high-precision manipulation tasks, even under noisy conditions, such as
perceptual errors or grasping inaccuracies. Specifically, we reparameterize the
action space to include compliance with constraints on the interaction forces
and stiffnesses involved in reaching a target pose. We validate this approach
on subtasks derived from the Functional Manipulation Benchmark (FMB) and NIST
Task Board Benchmarks. Exposing this action space alongside methods for
estimating object poses improves policy generation with an LLM by greater than
3x and 4x when compared to non-compliant action spaces",157
Data Poisoning Attacks to Deep Learning Based Recommender Systems,Cryptography and Security,cs.CR,"Recommender systems play a crucial role in helping users to find their
interested information in various web services such as Amazon, YouTube, and
Google News. Various recommender systems, ranging from neighborhood-based,
association-rule-based, matrix-factorization-based, to deep learning based,
have been developed and deployed in industry. Among them, deep learning based
recommender systems become increasingly popular due to their superior
performance.
  In this work, we conduct the first systematic study on data poisoning attacks
to deep learning based recommender systems. An attacker's goal is to manipulate
a recommender system such that the attacker-chosen target items are recommended
to many users. To achieve this goal, our attack injects fake users with
carefully crafted ratings to a recommender system. Specifically, we formulate
our attack as an optimization problem, such that the injected ratings would
maximize the number of normal users to whom the target items are recommended.
However, it is challenging to solve the optimization problem because it is a
non-convex integer programming problem. To address the challenge, we develop
multiple techniques to approximately solve the optimization problem. Our
experimental results on three real-world datasets, including small and large
datasets, show that our attack is effective and outperforms existing attacks.
Moreover, we attempt to detect fake users via statistical analysis of the
rating patterns of normal and fake users. Our results show that our attack is
still effective and outperforms existing attacks even if such a detector is
deployed.",235
"Delving into the Imbalance of Positive Proposals in Two-stage Object
  Detection",Computer Vision and Pattern Recognition,cs.CV,"Imbalance issue is a major yet unsolved bottleneck for the current object
detection models. In this work, we observe two crucial yet never discussed
imbalance issues. The first imbalance lies in the large number of low-quality
RPN proposals, which makes the R-CNN module (i.e., post-classification layers)
become highly biased towards the negative proposals in the early training
stage. The second imbalance stems from the unbalanced ground-truth numbers
across different testing images, resulting in the imbalance of the number of
potentially existing positive proposals in testing phase. To tackle these two
imbalance issues, we incorporates two innovations into Faster R-CNN: 1) an
R-CNN Gradient Annealing (RGA) strategy to enhance the impact of positive
proposals in the early training stage. 2) a set of Parallel R-CNN Modules (PRM)
with different positive/negative sampling ratios during training on one same
backbone. Our RGA and PRM can totally bring 2.0% improvements on AP on COCO
minival. Experiments on CrowdHuman further validates the effectiveness of our
innovations across various kinds of object detection tasks.",168
"Adding Intuitive Physics to Neural-Symbolic Capsules Using Interaction
  Networks",Computer Vision and Pattern Recognition,cs.CV,"Many current methods to learn intuitive physics are based on interaction
networks and similar approaches. However, they rely on information that has
proven difficult to estimate directly from image data in the past. We aim to
narrow this gap by inferring all the semantic information needed from raw pixel
data in the form of a scene-graph. Our approach is based on neural-symbolic
capsules, which identify which objects in the scene are static, dynamic,
elastic or rigid, possible joints between them, as well as their collision
information. By integrating all this with interaction networks, we demonstrate
how our method is able to learn intuitive physics directly from image sequences
and apply its knowledge to new scenes and objects, resulting in an
inverse-simulation pipeline.",122
Driving Style Alignment for LLM-powered Driver Agent,Robotics,cs.RO,"Recently, LLM-powered driver agents have demonstrated considerable potential
in the field of autonomous driving, showcasing human-like reasoning and
decision-making abilities.However, current research on aligning driver agent
behaviors with human driving styles remains limited, partly due to the scarcity
of high-quality natural language data from human driving behaviors.To address
this research gap, we propose a multi-alignment framework designed to align
driver agents with human driving styles through demonstrations and feedback.
Notably, we construct a natural language dataset of human driver behaviors
through naturalistic driving experiments and post-driving interviews, offering
high-quality human demonstrations for LLM alignment. The framework's
effectiveness is validated through simulation experiments in the CARLA urban
traffic simulator and further corroborated by human evaluations. Our research
offers valuable insights into designing driving agents with diverse driving
styles.The implementation of the framework and details of the dataset can be
found at the link.",142
"Video Deblurring via Semantic Segmentation and Pixel-Wise Non-Linear
  Kernel",Computer Vision and Pattern Recognition,cs.CV,"Video deblurring is a challenging problem as the blur is complex and usually
caused by the combination of camera shakes, object motions, and depth
variations. Optical flow can be used for kernel estimation since it predicts
motion trajectories. However, the estimates are often inaccurate in complex
scenes at object boundaries, which are crucial in kernel estimation. In this
paper, we exploit semantic segmentation in each blurry frame to understand the
scene contents and use different motion models for image regions to guide
optical flow estimation. While existing pixel-wise blur models assume that the
blur kernel is the same as optical flow during the exposure time, this
assumption does not hold when the motion blur trajectory at a pixel is
different from the estimated linear optical flow. We analyze the relationship
between motion blur trajectory and optical flow, and present a novel pixel-wise
non-linear kernel model to account for motion blur. The proposed blur model is
based on the non-linear optical flow, which describes complex motion blur more
effectively. Extensive experiments on challenging blurry videos demonstrate the
proposed algorithm performs favorably against the state-of-the-art methods.",184
A convnet for non-maximum suppression,Computer Vision and Pattern Recognition,cs.CV,"Non-maximum suppression (NMS) is used in virtually all state-of-the-art
object detection pipelines. While essential object detection ingredients such
as features, classifiers, and proposal methods have been extensively researched
surprisingly little work has aimed to systematically address NMS. The de-facto
standard for NMS is based on greedy clustering with a fixed distance threshold,
which forces to trade-off recall versus precision. We propose a convnet
designed to perform NMS of a given set of detections. We report experiments on
a synthetic setup, and results on crowded pedestrian detection scenes. Our
approach overcomes the intrinsic limitations of greedy NMS, obtaining better
recall and precision.",101
"Correction of ""Cloud Removal By Fusing Multi-Source and Multi-Temporal
  Images""",Computer Vision and Pattern Recognition,cs.CV,"Remote sensing images often suffer from cloud cover. Cloud removal is
required in many applications of remote sensing images. Multitemporal-based
methods are popular and effective to cope with thick clouds. This paper
contributes to a summarization and experimental comparation of the existing
multitemporal-based methods. Furthermore, we propose a spatiotemporal-fusion
with poisson-adjustment method to fuse multi-sensor and multi-temporal images
for cloud removal. The experimental results show that the proposed method has
potential to address the problem of accuracy reduction of cloud removal in
multi-temporal images with significant changes.",87
"AnomiGAN: Generative adversarial networks for anonymizing private
  medical data",Cryptography and Security,cs.CR,"Typical personal medical data contains sensitive information about
individuals. Storing or sharing the personal medical data is thus often risky.
For example, a short DNA sequence can provide information that can not only
identify an individual, but also his or her relatives. Nonetheless, most
countries and researchers agree on the necessity of collecting personal medical
data. This stems from the fact that medical data, including genomic data, are
an indispensable resource for further research and development regarding
disease prevention and treatment. To prevent personal medical data from being
misused, techniques to reliably preserve sensitive information should be
developed for real world application. In this paper, we propose a framework
called anonymized generative adversarial networks (AnomiGAN), to improve the
maintenance of privacy of personal medical data, while also maintaining high
prediction performance. We compared our method to state-of-the-art techniques
and observed that our method preserves the same level of privacy as
differential privacy (DP), but had better prediction results. We also observed
that there is a trade-off between privacy and performance results depending on
the degree of preservation of the original data. Here, we provide a
mathematical overview of our proposed model and demonstrate its validation
using UCI machine learning repository datasets in order to highlight its
utility in practice. Experimentally, our approach delivers a better performance
compared to that of the DP approach.",223
